wc,date_clean,coach_id,coach,brazil_score,opponent,opponent_score,win,loss,draw,result,venue,city,country,official,competition,wc_quali,wc_match,tenure_count,overall_count,wc_count
2006,30/03/2005,Parreira-06,Carlos Alberto Parreira,1,Uruguai,1,0,0,1,D,Estádio Centenario,Montevideo,Uruguai,1,1,1,0,33,91,7
2006,27/04/2005,Parreira-06,Carlos Alberto Parreira,3,Guatemala,0,1,0,0,W,Estádio do Pacaembu,São Paulo,Brasil,1,0,0,0,34,92,7
2006,5/6/05,Parreira-06,Carlos Alberto Parreira,4,Paraguai,1,1,0,0,W,Estádio Gigante da Beira-Rio,Porto Alegre,Brasil,1,1,1,0,35,93,7
2006,8/6/05,Parreira-06,Carlos Alberto Parreira,1,Argentina,3,0,1,0,L,Estádio Monumental de Nuñez,Buenos Aires,Argentina,1,1,1,0,36,94,7
2006,16/06/2005,Parreira-06,Carlos Alberto Parreira,3,Grécia,0,1,0,0,W,Zentralstadion,Leipzig,Alemanha,1,1,0,0,37,95,7
2006,19/06/2005,Parreira-06,Carlos Alberto Parreira,0,México,1,0,1,0,L,AWD Arena,Hannover,Alemanha,1,1,0,0,38,96,7
2006,22/06/2005,Parreira-06,Carlos Alberto Parreira,2,Japão,2,0,0,1,D,Rhein Energie Stadion,Köln,Alemanha,1,1,0,0,39,97,7
2006,25/06/2005,Parreira-06,Carlos Alberto Parreira,3,Alemanha,2,1,0,0,W,Frankenstadion,Nürnberg,Alemanha,1,1,0,0,40,98,7
2006,29/06/2005,Parreira-06,Carlos Alberto Parreira,4,Argentina,1,1,0,0,W,Waldstadion,Frankfurt,Alemanha,1,1,0,0,41,99,7
2006,17/08/2005,Parreira-06,Carlos Alberto Parreira,1,Croácia,1,0,0,1,D,Poljud Stadium,Split,Croácia,1,0,0,0,42,100,7
2006,4/9/05,Parreira-06,Carlos Alberto Parreira,5,Chile,0,1,0,0,W,Estádio Mané Garrincha,Brasília,Brasil,1,1,1,0,43,101,7
2006,6/9/05,Parreira-06,Carlos Alberto Parreira,1,Sevilla (ESP),1,0,0,1,D,Ramón Sánchez Pizjuán,Sevilla,Espanha,0,0,0,0,43,101,7
2006,9/10/05,Parreira-06,Carlos Alberto Parreira,1,Bolívia,1,0,0,1,D,Estádio Hernando Siles,La Paz,Bolívia,1,1,1,0,44,102,7
2006,12/10/05,Parreira-06,Carlos Alberto Parreira,3,Venezuela,0,1,0,0,W,Estádio Mangueirão,Belém,Brasil,1,1,1,0,45,103,7
2006,12/11/05,Parreira-06,Carlos Alberto Parreira,8,Emirados Árabes,0,1,0,0,W,Zayed Sports City,Abu Dhabi,Emirados Árabes,1,0,0,0,46,104,7
2006,1/3/06,Parreira-06,Carlos Alberto Parreira,1,Rússia,0,1,0,0,W,Lokomotiv Stadium,Moskva,Rússia,1,0,0,0,47,105,7
2006,30/05/2006,Parreira-06,Carlos Alberto Parreira,8,FC Luzern (SUI),0,1,0,0,W,St. Jakob-Parkstadion,Basel,Suíça,0,0,0,0,47,105,7
2006,4/6/06,Parreira-06,Carlos Alberto Parreira,4,Nova Zelândia,0,1,0,0,W,Stade de Genève,Genève,Suíça,1,0,0,0,48,106,7
2010,16/08/2006,Dunga-10,Dunga,1,Noruega,1,0,0,1,D,Ullevaal Stadion,Oslo,Noruega,1,0,0,0,1,1,0
2010,3/9/06,Dunga-10,Dunga,3,Argentina,0,1,0,0,W,Emirates Stadium,London,Inglaterra,1,0,0,0,2,2,0
2010,5/9/06,Dunga-10,Dunga,2,País de Gales,0,1,0,0,W,White Hart Lane,London,Inglaterra,1,0,0,0,3,3,0
2010,7/10/06,Dunga-10,Dunga,4,Al-Kuwait (KUW),0,1,0,0,W,Kuwait Sports Club Stadium,Kuwait City,Kuwait,0,0,0,0,3,3,0
2010,10/10/06,Dunga-10,Dunga,2,Equador,1,1,0,0,W,Råsunda Fotbollstadion,Solna,Suécia,1,0,0,0,4,4,0
2010,15/11/2006,Dunga-10,Dunga,2,Suíça,1,1,0,0,W,St. Jakob-Parkstadion,Basel,Suíça,1,0,0,0,5,5,0
2010,6/2/07,Dunga-10,Dunga,0,Portugal,2,0,1,0,L,Emirates Stadium,London,Inglaterra,1,0,0,0,6,6,0
2010,24/03/2007,Dunga-10,Dunga,4,Chile,0,1,0,0,W,Nya Ullevi Fotbollstadion,Göteborg,Suécia,1,0,0,0,7,7,0
2010,27/03/2007,Dunga-10,Dunga,1,Gana,0,1,0,0,W,Råsunda Fotbollstadion,Solna,Suécia,1,0,0,0,8,8,0
2010,1/6/07,Dunga-10,Dunga,1,Inglaterra,1,0,0,1,D,Wembley Stadium,London,Inglaterra,1,0,0,0,9,9,0
2010,5/6/07,Dunga-10,Dunga,0,Turquia,0,0,0,1,D,Westfalenstadion,Dortmund,Alemanha,1,0,0,0,10,10,0
2010,27/06/2007,Dunga-10,Dunga,0,México,2,0,1,0,L,Estádio Polideportivo Cachamay,Puerto Ordaz,Venezuela,1,1,0,0,11,11,0
2010,1/7/07,Dunga-10,Dunga,3,Chile,0,1,0,0,W,Estádio Monumental Juana Ramírez,Maturín,Venezuela,1,1,0,0,12,12,0
2010,4/7/07,Dunga-10,Dunga,1,Equador,0,1,0,0,W,Estádio José Antonio Anzoátegui,Puerto La Cruz,Venezuela,1,1,0,0,13,13,0
2010,7/7/07,Dunga-10,Dunga,6,Chile,1,1,0,0,W,Estádio José Antonio Anzoátegui,Puerto La Cruz,Venezuela,1,1,0,0,14,14,0
2010,10/7/07,Dunga-10,Dunga,2,Uruguai,2,0,0,1,D,Estádio José Pachenco Romero,Maracaibo,Venezuela,1,1,0,0,15,15,0
2010,15/07/2007,Dunga-10,Dunga,3,Argentina,0,1,0,0,W,Estádio José Pachenco Romero,Maracaibo,Venezuela,1,1,0,0,16,16,0
2010,22/08/2007,Dunga-10,Dunga,2,Argélia,0,1,0,0,W,Stade de La Mosson,Montpellier,França,1,0,0,0,17,17,0
2010,9/9/07,Dunga-10,Dunga,4,Estados Unidos,2,1,0,0,W,Soldier Field,Chicago,Estados Unidos,1,0,0,0,18,18,0
2010,12/9/07,Dunga-10,Dunga,3,México,1,1,0,0,W,Gillette Stadium,Foxborough,Estados Unidos,1,0,0,0,19,19,0
2010,14/10/2007,Dunga-10,Dunga,0,Colômbia,0,0,0,1,D,Estádio El Campín,Bogotá,Colômbia,1,1,1,0,20,20,0
2010,17/10/2007,Dunga-10,Dunga,5,Equador,0,1,0,0,W,Estádio do Maracanã,Rio de Janeiro,Brasil,1,1,1,0,21,21,0
2010,18/11/2007,Dunga-10,Dunga,1,Peru,1,0,0,1,D,Estádio Monumental,Lima,Peru,1,1,1,0,22,22,0
2010,21/11/2007,Dunga-10,Dunga,2,Uruguai,1,1,0,0,W,Estádio do Morumbi,São Paulo,Brasil,1,1,1,0,23,23,0
2010,31/05/2008,Dunga-10,Dunga,3,Canadá,2,1,0,0,W,Qwest Field,Seattle,Estados Unidos,1,0,0,0,24,24,0
2010,6/6/08,Dunga-10,Dunga,0,Venezuela,2,0,1,0,L,Gillette Stadium,Foxborough,Estados Unidos,1,0,0,0,25,25,0
2010,15/06/2008,Dunga-10,Dunga,0,Paraguai,2,0,1,0,L,Estádio Defensores del Chaco,Asunción,Paraguai,1,1,1,0,26,26,0
2010,18/06/2008,Dunga-10,Dunga,0,Argentina,0,0,0,1,D,Estádio Mineirão,Belo Horizonte,Brasil,1,1,1,0,27,27,0
2010,7/9/08,Dunga-10,Dunga,3,Chile,0,1,0,0,W,Estádio Nacional,Santiago,Chile,1,1,1,0,28,28,0
2010,10/9/08,Dunga-10,Dunga,0,Bolívia,0,0,0,1,D,Estádio Engenhão,Rio de Janeiro,Brasil,1,1,1,0,29,29,0
2010,12/10/08,Dunga-10,Dunga,4,Venezuela,0,1,0,0,W,Estádio Nacional Polideportivo Pueblo Novo,San Cristóbal,Venezuela,1,1,1,0,30,30,0
2010,15/10/2008,Dunga-10,Dunga,0,Colômbia,0,0,0,1,D,Estádio do Maracanã,Rio de Janeiro,Brasil,1,1,1,0,31,31,0
2010,19/11/2008,Dunga-10,Dunga,6,Portugal,2,1,0,0,W,Estádio Bezerrão,Gama,Brasil,1,0,0,0,32,32,0
2010,10/2/09,Dunga-10,Dunga,2,Itália,0,1,0,0,W,Emirates Stadium,London,Inglaterra,1,0,0,0,33,33,0
2010,29/03/2009,Dunga-10,Dunga,1,Equador,1,0,0,1,D,Estádio Olimpico Atahualpa,Quito,Equador,1,1,1,0,34,34,0
2010,1/4/09,Dunga-10,Dunga,3,Peru,0,1,0,0,W,Estádio Gigante da Beira-Rio,Porto Alegre,Brasil,1,1,1,0,35,35,0
2010,6/6/09,Dunga-10,Dunga,4,Uruguai,0,1,0,0,W,Estádio Centenario,Montevideo,Uruguai,1,1,1,0,36,36,0
2010,10/6/09,Dunga-10,Dunga,2,Paraguai,1,1,0,0,W,Estádio Colosso do Arruda,Recife,Brasil,1,1,1,0,37,37,0
2010,15/06/2009,Dunga-10,Dunga,4,Egito,3,1,0,0,W,Free State Stadium,Bloemfontein,África do Sul,1,1,0,0,38,38,0
2010,18/06/2009,Dunga-10,Dunga,3,Estados Unidos,0,1,0,0,W,Loftus Versfeld Stadium,Pretória,África do Sul,1,1,0,0,39,39,0
2010,21/06/2009,Dunga-10,Dunga,3,Itália,0,1,0,0,W,Loftus Versfeld Stadium,Pretória,África do Sul,1,1,0,0,40,40,0
2010,25/06/2009,Dunga-10,Dunga,1,África do Sul,0,1,0,0,W,Estádio Ellis Park,Johannesburg,África do Sul,1,1,0,0,41,41,0
2010,28/06/2009,Dunga-10,Dunga,3,Estados Unidos,2,1,0,0,W,Estádio Ellis Park,Johannesburg,África do Sul,1,1,0,0,42,42,0
2010,12/8/09,Dunga-10,Dunga,1,Estônia,0,1,0,0,W,A. Le Coq Arenal,Tallinn,Estônia,1,0,0,0,43,43,0
2010,5/9/09,Dunga-10,Dunga,3,Argentina,1,1,0,0,W,Estádio Gigante de Arroyito,Rosario,Argentina,1,1,1,0,44,44,0
2010,9/9/09,Dunga-10,Dunga,4,Chile,2,1,0,0,W,Estádio Pituaçu,Salvador,Brasil,1,1,1,0,45,45,0
2010,11/10/09,Dunga-10,Dunga,1,Bolívia,2,0,1,0,L,Estádio Hernando Siles,La Paz,Bolívia,1,1,1,0,46,46,0
2010,14/10/2009,Dunga-10,Dunga,0,Venezuela,0,0,0,1,D,Estádio Pedro Pedrossian,Campo Grande,Brasil,1,1,1,0,47,47,0
2010,14/11/2009,Dunga-10,Dunga,1,Inglaterra,0,1,0,0,W,Khalifa Stadium,Doha,Catar,1,0,0,0,48,48,0
2010,17/11/2009,Dunga-10,Dunga,2,Omã,0,1,0,0,W,Sultan Qaboos Sports Complex,Muscat,Omã,1,0,0,0,49,49,0
2010,2/3/10,Dunga-10,Dunga,2,Irlanda,0,1,0,0,W,Emirates Stadium,London,Inglaterra,1,0,0,0,50,50,0
2010,2/6/10,Dunga-10,Dunga,3,Zimbábue,0,1,0,0,W,Estádio National Sports,Harare,Zimbábue,1,0,0,0,51,51,0
2010,7/6/10,Dunga-10,Dunga,5,Tanzânia,1,1,0,0,W,Estádio Benjamin Mkapa National,Dar-Es-Salaam,Tanzânia,1,0,0,0,52,52,0
2014,6/2/13,Scolari-14,Luiz Felipe Scolari,1,Inglaterra,2,0,1,0,L,Estádio de Wembley,London,Inglaterra,1,0,0,0,1,25,7
2014,21/03/2013,Scolari-14,Luiz Felipe Scolari,2,Itália,2,0,0,1,D,Stade de Genève,Genève,Suíça,1,0,0,0,2,26,7
2014,25/03/2013,Scolari-14,Luiz Felipe Scolari,1,Rússia,1,0,0,1,D,Stamford Bridge,London,Inglaterra,1,0,0,0,3,27,7
2014,6/4/13,Scolari-14,Luiz Felipe Scolari,4,Bolívia,0,1,0,0,W,Estádio Tahuichi Aguilera,Santa Cruz de La Sierra,Bolívia,1,0,0,0,4,28,7
2014,24/04/2013,Scolari-14,Luiz Felipe Scolari,2,Chile,2,0,0,1,D,Estádio Mineirão,Belo Horizonte,Brasil,1,0,0,0,5,29,7
2014,2/6/13,Scolari-14,Luiz Felipe Scolari,2,Inglaterra,2,0,0,1,D,Estádio do Maracanã,Rio de Janeiro,Brasil,1,0,0,0,6,30,7
2014,9/6/13,Scolari-14,Luiz Felipe Scolari,3,França,0,1,0,0,W,Arena do Grêmio,Porto Alegre,Brasil,1,0,0,0,7,31,7
2014,15/06/2013,Scolari-14,Luiz Felipe Scolari,3,Japão,0,1,0,0,W,Estádio Nacional Mané Garrincha,Brasília,Brasil,1,1,0,0,8,32,7
2014,19/06/2013,Scolari-14,Luiz Felipe Scolari,2,México,0,1,0,0,W,Estádio Castelão,Fortaleza,Brasil,1,1,0,0,9,33,7
2014,22/06/2013,Scolari-14,Luiz Felipe Scolari,4,Itália,2,1,0,0,W,Estádio da Fonte Nova,Salvador,Brasil,1,1,0,0,10,34,7
2014,26/06/2013,Scolari-14,Luiz Felipe Scolari,2,Uruguai,1,1,0,0,W,Estádio Mineirão,Belo Horizonte,Brasil,1,1,0,0,11,35,7
2014,30/06/2013,Scolari-14,Luiz Felipe Scolari,3,Espanha,0,1,0,0,W,Estádio do Maracanã,Rio de Janeiro,Brasil,1,1,0,0,12,36,7
2014,14/08/2013,Scolari-14,Luiz Felipe Scolari,0,Suíça,1,0,1,0,L,St,Basel,Suíça,1,0,0,0,13,37,7
2014,7/9/13,Scolari-14,Luiz Felipe Scolari,6,Austrália,0,1,0,0,W,Estádio Nacional Mané Garrincha,Brasília,Brasil,1,0,0,0,14,38,7
2014,10/9/13,Scolari-14,Luiz Felipe Scolari,3,Portugal,1,1,0,0,W,Gillette Stadium,Foxborough,Estados Unidos,1,0,0,0,15,39,7
2014,12/10/13,Scolari-14,Luiz Felipe Scolari,2,Coréia do Sul,0,1,0,0,W,Seoul World Cup Stadium,Seoul,Coréia do Sul,1,0,0,0,16,40,7
2014,15/10/2013,Scolari-14,Luiz Felipe Scolari,2,Zâmbia,0,1,0,0,W,National Stadium,Beijing,China,1,0,0,0,17,41,7
2014,16/11/2013,Scolari-14,Luiz Felipe Scolari,5,Honduras,0,1,0,0,W,Sun Life Stadium,Miami,Estados Unidos,1,0,0,0,18,42,7
2014,19/11/2013,Scolari-14,Luiz Felipe Scolari,2,Chile,1,1,0,0,W,Sky Dome,Toronto,Canadá,1,0,0,0,19,43,7
2014,5/3/14,Scolari-14,Luiz Felipe Scolari,5,África do Sul,0,1,0,0,W,Estádio Soccer City,Johannesburg,África do Sul,1,0,0,0,19,43,7
2014,3/6/14,Scolari-14,Luiz Felipe Scolari,4,Panamá,0,1,0,0,W,Estádio Serra Dourada,Goiânia,Brasil,1,0,0,0,20,44,7
2014,6/6/14,Scolari-14,Luiz Felipe Scolari,1,Sérvia,0,1,0,0,W,Estádio do Morumbi,São Paulo,Brasil,1,0,0,0,21,45,7
2018,1/9/16,Tite-18,Tite,3,Equador,0,1,0,0,W,Estádio Olímpico Atahualpa,Quito,Equador,1,1,1,0,1,1,0
2018,6/9/16,Tite-18,Tite,2,Colômbia,1,1,0,0,W,Arena Amazônia,Manaus,Brasil,1,1,1,0,2,2,0
2018,6/10/16,Tite-18,Tite,5,Bolívia,0,1,0,0,W,Arena das Dunas,Natal,Brasil,1,1,1,0,3,3,0
2018,11/10/16,Tite-18,Tite,2,Venezuela,0,1,0,0,W,Metropolitano de Mérida,Mérida,Venezuela,1,1,1,0,4,4,0
2018,10/11/16,Tite-18,Tite,3,Argentina,0,1,0,0,W,Estádio Mineirão,Belo Horizonte,Brasil,1,1,1,0,5,5,0
2018,15/11/2016,Tite-18,Tite,2,Peru,0,1,0,0,W,Estádio Nacional,Lima,Peru,1,1,1,0,6,6,0
2018,25/01/2017,Tite-18,Tite,1,Colômbia,0,1,0,0,W,Estádio Engenhão,Rio de Janeiro,Brasil,1,0,0,0,7,7,0
2018,23/03/2017,Tite-18,Tite,4,Uruguai,1,1,0,0,W,Centenário,Montevideo,Brasil,1,1,1,0,8,8,0
2018,28/03/2017,Tite-18,Tite,3,Paraguai,0,1,0,0,W,Arena Corinthians,São Paulo,Brasil,1,1,1,0,9,9,0
2018,9/6/17,Tite-18,Tite,0,Argentina,1,0,1,0,L,Melbourne Cricket Ground,Melbourne,Austrália,1,0,0,0,10,10,0
2018,13/06/2017,Tite-18,Tite,4,Austrália,0,1,0,0,W,Melbourne Cricket Ground,Melbourne,Austrália,1,0,0,0,11,11,0
2018,31/08/2017,Tite-18,Tite,2,Equador,0,1,0,0,W,Arena do Grêmio,Porto Alegre,Brasil,1,1,1,0,12,12,0
2018,5/9/17,Tite-18,Tite,1,Colômbia,1,0,0,1,D,Estadio Metropolitano Roberto Meléndez,Barranquilla,Colômbia,1,1,1,0,13,13,0
2018,5/10/17,Tite-18,Tite,0,Bolívia,0,0,0,1,D,Estádio Hernando Siles,La Paz,Bolívia,1,1,1,0,14,14,0
2018,10/10/17,Tite-18,Tite,3,Chile,0,1,0,0,W,Allianz Parque,São Paulo,Brasil,1,1,1,0,15,15,0
2018,10/11/17,Tite-18,Tite,3,Japão,1,1,0,0,W,Stade Pierre-Mauroy,Villeneuve-d'Ascq,França,1,0,0,0,16,16,0
2018,14/11/2017,Tite-18,Tite,0,Inglaterra,0,0,0,1,D,Wembley,Londres,Inglaterra,1,0,0,0,17,17,0
2018,23/03/2018,Tite-18,Tite,3,Rússia,0,1,0,0,W,Luzhniki Stadium,Moscou,Rússia,1,0,0,0,18,18,0
2018,27/03/2018,Tite-18,Tite,1,Alemanha,0,1,0,0,W,Olympiastadion,Berlim,Alemanha,1,0,0,0,19,19,0
2018,3/6/18,Tite-18,Tite,2,Croácia,0,1,0,0,W,Anfield Road,Liverpool,Inglaterra,1,0,0,0,20,20,0
